gene_symbol	flag	ClinVar_PL_record_count	interpretation
FOSL2	low_record_burden	6	computed but semantic interpretation limited because record count < 20
FOXA2	low_record_burden	2	computed but semantic interpretation limited because record count < 20
FOXD2	low_record_burden	2	computed but semantic interpretation limited because record count < 20
FOXE1	low_record_burden	6	computed but semantic interpretation limited because record count < 20
FOXH1	low_record_burden	6	computed but semantic interpretation limited because record count < 20
FOXI1	low_record_burden	5	computed but semantic interpretation limited because record count < 20
FOXI3	low_record_burden	8	computed but semantic interpretation limited because record count < 20
FOXJ1	low_record_burden	8	computed but semantic interpretation limited because record count < 20
FOXO1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
FOXP4	low_record_burden	3	computed but semantic interpretation limited because record count < 20
FRA10AC1	low_record_burden	11	computed but semantic interpretation limited because record count < 20
FRG1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
FRMD4A	low_record_burden	3	computed but semantic interpretation limited because record count < 20
FRMD5	low_record_burden	6	computed but semantic interpretation limited because record count < 20
FSCN2	low_record_burden	3	computed but semantic interpretation limited because record count < 20
FSD1L	low_record_burden	1	computed but semantic interpretation limited because record count < 20
FSHB	low_record_burden	5	computed but semantic interpretation limited because record count < 20
FTH1	low_record_burden	11	computed but semantic interpretation limited because record count < 20
FTO	low_record_burden	3	computed but semantic interpretation limited because record count < 20
FTSJ1	low_record_burden	15	computed but semantic interpretation limited because record count < 20
FUNDC2	low_record_burden	1	computed but semantic interpretation limited because record count < 20
FUT1	low_record_burden	6	computed but semantic interpretation limited because record count < 20
FUT8	low_record_burden	7	computed but semantic interpretation limited because record count < 20
FUZ	low_record_burden	1	computed but semantic interpretation limited because record count < 20
FXR1	low_record_burden	4	computed but semantic interpretation limited because record count < 20
FXYD2	low_record_burden	1	computed but semantic interpretation limited because record count < 20
FYB1	low_record_burden	2	computed but semantic interpretation limited because record count < 20
FYN	low_record_burden	3	computed but semantic interpretation limited because record count < 20
FZD2	low_record_burden	9	computed but semantic interpretation limited because record count < 20
FZD3	low_record_burden	2	computed but semantic interpretation limited because record count < 20
FZD5	low_record_burden	9	computed but semantic interpretation limited because record count < 20
FZD6	low_record_burden	7	computed but semantic interpretation limited because record count < 20
FZR1	low_record_burden	5	computed but semantic interpretation limited because record count < 20
G3BP1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
GAB1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
GABBR1	low_record_burden	7	computed but semantic interpretation limited because record count < 20
GABBR2	low_record_burden	15	computed but semantic interpretation limited because record count < 20
GABRA3	low_record_burden	4	computed but semantic interpretation limited because record count < 20
GABRA5	low_record_burden	6	computed but semantic interpretation limited because record count < 20
GABRB1	low_record_burden	5	computed but semantic interpretation limited because record count < 20
GABRD	low_record_burden	4	computed but semantic interpretation limited because record count < 20
GABRE	low_record_burden	1	computed but semantic interpretation limited because record count < 20
GABRG3	low_record_burden	1	computed but semantic interpretation limited because record count < 20
GAD1	low_record_burden	18	computed but semantic interpretation limited because record count < 20
GAL	low_record_burden	1	computed but semantic interpretation limited because record count < 20
GAL3ST2	low_record_burden	1	computed but semantic interpretation limited because record count < 20
